"idx","slug","triplet_id","sentence","expression","source_domain","target_domain","a1_reasoning","a2_is_inferential","a2_reasoning","a3_span","a3_substring_verified","a4_keep","a4_confidence","a4_reasoning","in_final_result"
"57","kennewick-skeleton","kennewick-skeleton_p0032_although","Although the new study didn't deal directly with Kennewick Man, the findings raise questions about the fate of the skeleton that remains locked away at the University of Washington's Burke Museum.","the findings","locating or discovering physical objects","research results or conclusions","It treats scientific results as things that can be 'found,' mapping physical discovery onto the production of knowledge.","False","""Findings"" is essentially dead lexicalized vocabulary for research results. Although it historically relates to discovering or locating something, modern readers usually do not perceive an active source-domain image. It does not help explain cause, structure, direction, or dynamics; it simply names the results.","","","","","","False"
"57","kennewick-skeleton","kennewick-skeleton_p0032_although","Although the new study didn't deal directly with Kennewick Man, the findings raise questions about the fate of the skeleton that remains locked away at the University of Washington's Burke Museum.","raise questions","lifting something upward","bringing issues into discussion or causing uncertainty","Questions are not literally lifted; 'raise' uses upward physical motion to describe generating or surfacing concerns.","True","The upward-lifting image in ""raise"" is still reasonably perceivable to a modern reader as bringing something up into discussion. It contributes an inferential causal relation: the findings cause questions to emerge or become salient. That goes beyond mere emphasis and helps the reader understand how the findings affect the discourse.","raise questions about the fate of the skeleton","True","False","high","'Raise questions' is a highly conventionalized idiom; the lifting/vertical-motion source domain is not actively doing inferential work here. It mainly means 'prompt questions' and does not meaningfully structure reasoning about cause, direction, or system relations.","False"
"57","kennewick-skeleton","kennewick-skeleton_p0032_although","Although the new study didn't deal directly with Kennewick Man, the findings raise questions about the fate of the skeleton that remains locked away at the University of Washington's Burke Museum.","the fate of the skeleton","destiny or life-course of a person or animate being","the future disposition and treatment of human remains","The skeleton is framed as having a 'fate,' importing person-centered destiny language to talk about what will happen to the remains.","False","""Fate"" may weakly personify the skeleton by invoking destiny or life-course language, but the source-domain imagery is not doing much explanatory work here. It mainly labels the skeleton's future outcome or treatment, without clarifying mechanism, structure, direction, or system dynamics. So it is not strongly inferential.","","","","","","False"
"57","kennewick-skeleton","kennewick-skeleton_p0032_although","Although the new study didn't deal directly with Kennewick Man, the findings raise questions about the fate of the skeleton that remains locked away at the University of Washington's Burke Museum.","locked away","physical locking, confinement, or imprisonment","restricted storage or inaccessibility of the skeleton in the museum","Even if partly literal, the phrase can frame the remains' restricted status in terms of confinement or seclusion.","False","The confinement imagery is very clear, but in this sentence it appears mostly literal or near-literal: a physical skeleton in a museum can actually be locked away. Because the phrase does not clearly map from a distinct source domain onto a different target domain, it does not function strongly as an inferential metaphor here. It describes restricted access, but not via a clearly cross-domain explanatory mapping.","","","","","","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","secure permission","physical safety, fastening, or making something firm","obtaining abstract legal approval","""Secure"" literally means to make safe or firmly fixed; here it is used for successfully obtaining an intangible permission.","False","""Secure"" originally evokes fastening or making something safe/certain, but in ""secure permission"" it functions mostly as conventional vocabulary for ""obtain."" The source imagery is weak for most modern readers, and the phrase does not add much causal or structural understanding of how the permission system works.","","","","","","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","big games","physical size or spatial magnitude","importance, prominence, or audience appeal of sporting events","""Big"" literally describes size, but here it likely refers to the significance or high-profile nature of the games rather than their physical dimensions.","False","The size-to-importance mapping in ""big"" is still somewhat perceivable, but here it mainly signals prominence or audience appeal. It does not help the reader reason about cause, structure, direction, or system dynamics; it is mostly descriptive emphasis rather than an explanation of how anything works.","","","","","","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","Television sports networks","physical nets/webs or interconnected material systems","media organizations and channels","""Networks"" originally refers to interconnected physical structures; here it names an organizational/media system.","True","""Network"" still evokes a web of interconnected points or channels. That mapping helps readers understand the organizational structure of media distribution as an interconnected system, which is inferential because it frames how these organizations relate to one another and transmit sports content.","Television sports networks","True","False","high","""Network"" here is standard industry vocabulary for broadcasting organizations, with little to no active source-domain imagery. It does not structure reasoning about the situation beyond naming an entity type.","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","licensing rights","property, possessions, or tradable objects","abstract legal entitlements","The phrase treats intangible permissions as entities that can be held, transferred, and licensed like owned commodities.","False","Although legal ""rights"" can be treated like owned or traded things, in this phrase the wording is largely standard legal vocabulary rather than a vivid cross-domain metaphor. The source domain is not strongly perceptible, and the phrase does not itself provide much extra reasoning about mechanism beyond naming the legal entitlement.","","","","","","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","broadcast games","scattering or casting seeds broadly","electronic transmission of content to a wide audience","""Broadcast"" comes from agriculture, where seed is cast widely; here it is used for disseminating televised sports content.","False","""Broadcast"" historically comes from scattering seeds widely, but for modern readers it is mostly dead vocabulary for electronic transmission. The original source domain is usually not active here, so it does not contribute inferential imagery about how the system works.","","","","","","False"
"58","satellite-movies","satellite-movies_p0025_traditionally","Traditionally, it has been difficult and costly for theaters to secure permission from sports leagues to show big games in theaters. Television sports networks, which spend millions of dollars on licensing rights to broadcast games, may also balk at the concept.","balk at the concept","animal movement, especially a horse refusing to go forward","institutional hesitation or resistance to an idea","""Balk"" literally describes refusing to move; here it is applied to networks resisting or hesitating about an abstract proposal.","True","""Balk"" still suggests a creature refusing to move forward, and that source imagery remains fairly accessible. It helps readers infer a dynamic of resistance or halted progress: the networks may not simply dislike the idea, but may refuse to proceed with it, which contributes to understanding the institutional obstacle.","balk at the concept","True","False","high","""Balk at"" is a largely fixed idiom meaning hesitate or resist. Any original horse-related imagery is weak, and the phrase does not add inferential structure about cause or system dynamics beyond simple reluctance.","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","has raised consumer awareness","vertical movement / lifting","increase in public knowledge or attention","""Raised"" treats awareness as if it were a level that can be moved upward.","True","""Raised"" still retains perceivable upward/lifting imagery for many readers, even though it is conventional. It maps awareness onto a level that can move upward, which gives the reader a directional understanding of the regulation's effect: awareness increased. That is a minimal but real inferential contribution, not just emphasis.","has raised consumer awareness","True","False","high","""Raise awareness"" is highly conventionalized vocabulary for increasing awareness. The vertical source domain is not strongly active here, and the phrase mainly reports a change in degree rather than inviting substantive reasoning about structure or system dynamics.","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","scrambling the conventional egg industry's business","cooking / physically scrambling eggs into disorder","disrupting or disordering business operations","""Scrambling"" applies a cooking term to the condition of an industry, framing business disruption as physical mixing-up; it also works as an egg-related pun.","True","The cooking image of scrambling eggs is clearly active here, especially in an egg-industry context. It maps physical mixing/disordering onto business disruption, helping the reader infer that the regulation has thrown normal operations and organizational order into disarray.","scrambling the conventional egg industry's business","True","True","medium","""Scrambling"" retains active imagery, especially in the egg context, and suggests that the regulation is disrupting and disorganizing the industry's existing structure. This goes beyond mere emphasis by helping the reader understand the regulation as causing systemic disorder or forced reconfiguration.","True"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","remain confused about egg labels","physical mixing, disorder, or blurring together","consumers' mental state","""Confused"" can construe uncertainty as a kind of mental mixing-up or disorder.","False","""Confused"" is too lexicalized here for most modern readers to actively perceive a source image of physical mixing or blurring. It mainly names a mental state and does not help explain cause, structure, direction, or system dynamics.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","According to a survey","looking over or surveying physical land/terrain","systematic measurement of opinions","""Survey"" extends a spatial/visual inspection term to the collection of consumer attitudes.","False","In this use, ""survey"" as a poll or questionnaire is ordinary deadened vocabulary; readers do not usually imagine visually surveying terrain. It does not provide an active cross-domain model for how anything works.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","commissioned by Vital Farms","official authorization / military or governmental commission","ordering or funding market research","""Commissioned"" may import formal authority language into a business-research context.","False","""Commissioned"" here is routine institutional language for ordering or funding work, not an active metaphor with salient source-domain imagery. It simply states who authorized the survey and adds no inferential model of causal or structural relations.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","are familiar with the term","family or personal acquaintance","knowledge of a word or concept","""Familiar"" treats knowing a term as being socially acquainted with it.","False","""Familiar"" is highly conventional, and the family/acquaintance source is not salient enough to modern readers to count as active metaphor here. It just states knowledge level, without explaining how the knowledge system works.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","""pasture-raised""","animal husbandry / living on pasture","egg-product labeling and marketing","A description of how hens are kept is used as a market label for eggs, transferring husbandry language to a consumer product category.","False","This is essentially literal husbandry terminology used as a product label. It refers directly to birds being raised on pasture rather than using one domain to explain another.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","""cage-free""","physical confinement and housing conditions","egg-product labeling and marketing","The hens' housing condition is used as a descriptor for eggs sold to consumers, shifting from animal environment to product label.","False","This is a literal descriptive label about actual housing/confinement conditions. It is not an inferential metaphor because there is no active cross-domain mapping explaining another kind of phenomenon.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","""free-range""","movement across open physical space","egg-product labeling and marketing","Language about an animal's mobility and territory is used as a retail category for eggs.","False","Here the phrase functions as conventional husbandry labeling for actual movement/access conditions, not as a metaphorical source domain applied to a different target domain. It therefore does not qualify as an inferential metaphor.","","","","","","False"
"19","eggs-organic","eggs-organic_p0005_proposition","Proposition 2, a new California regulation that mandates that all eggs sold in the state come from hens with enough room to extend their limbs and turn around freely, has raised consumer awareness (while also scrambling the conventional egg industry's business). But consumers remain confused about egg labels. According to a survey commissioned by Vital Farms, fewer than half of consumers are familiar with the term ""pasture-raised,"" and the majority thought that ""cage-free"" and ""free-range"" mean the birds have been raised outdoors.","have been raised outdoors","lifting upward / bringing up","rearing birds in husbandry","""Raised"" literally suggests upward movement, but here it refers to bringing up animals, a conventional figurative extension.","False","In this context, ""raised"" meaning reared is lexicalized and does not normally evoke upward lifting for a modern reader. It is simply a literal description of animal husbandry practice, not an explanatory metaphor.","","","","","","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","keeps pretty much to himself","physical keeping/holding something close to oneself","social withdrawal and privacy","A bodily/spatial expression of keeping something near oneself is used to describe limiting interaction and not sharing personal matters.","True","The physical image of keeping something close to oneself is still available to a modern reader. Here it structures privacy and social withdrawal as a kind of containment or self-sequestration, which helps explain the mechanism by which he limits what others learn about him. It is conventional, but it still contributes causal/structural understanding rather than just emotion.","keeps pretty much to himself","True","False","high","This is a highly conventional idiom meaning he stays private or avoids sharing/socializing. The source imagery is not actively doing explanatory work, and it does not structure reasoning about causes or system relations.","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","The less other students know about his situation the better","measurable quantity/scale","degree of knowledge and desirability","Other students' knowledge is framed as an amount that can be less or more, and reduced quantity is presented as preferable.","False","This is mostly ordinary scalar language. Although one could analyze 'less' and 'better' in terms of quantity or degree, the source-domain imagery is too bleached here to be salient, and the phrase does not model a mechanism or system relationship beyond simple comparison.","","","","","","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","his situation","physical location or placement","personal circumstances","Situation literally relates to where something is placed; here it refers to his life condition rather than spatial position.","False","Using 'situation' for personal circumstances is effectively dead vocabulary. Modern readers do not actively imagine physical placement or location, and the term does not help explain cause, structure, direction, or how the circumstance works.","","","","","","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","for long","spatial length/distance","temporal duration","A word for physical length is used to describe how much time he can continue affording the room.","False","This reflects the common time-as-length mapping, but in this phrase it functions as highly conventional duration marking. The spatial source is only weakly felt, and it does not provide much inferential structure about mechanism or relational dynamics.","","","","","","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","looking for a cheaper off-campus apartment","vision and physical searching","seeking/trying to obtain housing","Looking literally involves using the eyes; here it describes an active attempt to find suitable housing.","False","The visual-search source domain is still faintly recoverable, but 'look for' is largely lexicalized as 'seek.' In this context it mainly states his goal and effort; it does not meaningfully explain how the housing situation works in terms of cause, structure, direction, or system dynamics.","","","","","","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","saved up enough","physical accumulation or piling up","accumulating money/resources","Money is described as if it were a substance or objects that can be built up into a sufficient amount.","True","The accumulation image is still clear: money is conceived as something that can be built up or piled up until it reaches a sufficient level. That metaphor helps explain the causal mechanism enabling his move to campus, so it is a good inferential metaphor.","saved up enough","True","False","medium","Although it loosely evokes accumulation, this is standard financial vocabulary rather than an active cross-domain metaphor. It mainly states that he has accumulated sufficient money, without adding inferential structure beyond the literal economic situation.","False"
"20","homeless-students","homeless-students_p0016_these","These days Butts, who wants to be a financial analyst, keeps pretty much to himself. The less other students know about his situation the better. He has a hotel room but can't afford it for long. With Stidum's help from KSU, he is looking for a cheaper off-campus apartment until he has saved up enough from his job and student loan to move on campus in the fall.","in the fall","downward motion/falling","a season/time period","The season name fall historically comes from physical falling, so motion language is used to denote a time of year.","False","'Fall' here is simply the established name of a season. The downward-motion source domain is not actively doing explanatory work for modern readers, so this does not function as an inferential metaphor in context.","","","","","","False"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","a team of scientists","sports / coordinated human teams","a research group","""Team"" literally refers to a coordinated set of players or workers; here it is applied to scientists working together.","False","""Team"" may faintly evoke coordinated human teams, but here it functions mostly as an ordinary label for a group of researchers. The source imagery is weak and it does not meaningfully help the reader infer causal structure, direction, or system dynamics.","","","","","","False"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","found","physically searching for and locating an object","scientific detection or discovery","The verb literally involves coming upon something in the physical world; here it refers to identifying evidence through scientific observation.","False","""Found"" comes from physically locating something, but in scientific reporting this use is highly conventional. The search/locating imagery is not doing much explanatory work about how the phenomenon operates; it mainly reports detection.","","","","","","False"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","traces of nickel and iron","tracks, marks, or faint physical remnants","very small detected amounts or evidence of elements","""Traces"" literally suggests residual marks or slight remains; here it refers to minute quantities detected in an astrophysical setting.","True","""Traces"" still evokes faint marks or remnants, and that imagery is perceivable to a modern reader. It helps the reader infer that the evidence consists of very small residual amounts, shaping understanding of the quantity and evidential status of the detected elements.","traces of nickel and iron","True","False","high","Here 'traces' is very conventional scientific vocabulary for small detectable amounts. The source image of physical marks or residues is weak, and the phrase does not materially structure reasoning about system dynamics.","False"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","powerful jets","forceful streams / jet propulsion / fluid flow","astrophysical outflows","""Jets"" is borrowed from physical streams or engineered jets and applied to narrow, energetic emissions from near a black hole.","True","""Jets"" actively evokes forceful, narrow streams or jet-like propulsion. That mapping helps readers reason about the structure and dynamics of the astrophysical outflows as concentrated, directed, high-energy streams.","powerful jets","True","True","high","‘Jets’ imports an active source domain of forceful streams/sprays into astrophysics. It helps readers understand the black hole system as producing narrow, directional outflows with strength and motion.","True"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","shooting out","weapons / projectiles / rapid ejection","matter or energy being expelled from an astronomical object","The phrase evokes bullets or objects being shot; here it describes high-speed material streaming away from the black hole system.","True","The projectile/ejection imagery is still vivid and clearly cross-domain. It helps the reader infer direction and rapid expulsion, contributing to an understanding of how matter is being emitted from the black-hole system.","shooting out","True","True","high","This uses projectile/firearm motion language to describe matter moving outward. The imagery is active and supports inference about direction, speed, and outward causal dynamics.","True"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","black hole candidate 4U 1630-47","social or political candidacy / being under consideration","an astronomical object not yet fully confirmed in a category","""Candidate"" literally applies to a person being considered for a role; here it is extended to a possible black hole.","True","""Candidate"" still evokes something under consideration for a role or status. That metaphor helps readers understand a system-level relation: the object is being treated as likely belonging to the category of black holes, but confirmation remains incomplete.","black hole candidate 4U 1630-47","True","True","medium","The metaphorically relevant part is 'black hole.' Even though it is a standard astrophysical term, the 'hole' image remains understandable to readers and helps frame the object as something that pulls matter in and traps it.","True"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","a small black hole","a hole or opening in a physical object or surface","a compact astrophysical region with extreme gravity","The term uses the everyday image of a hole to name an astronomical phenomenon that is not literally a hole in matter.","True","""Black hole"" remains an active metaphor for most readers because the imagery of a dark hole or sink is still strongly perceivable. It helps conceptualize the object's structure and behavior as a region that draws things in and from which light does not escape, so it is inferential despite being conventional scientific terminology.","a small black hole","True","True","medium","As with the previous span, 'black hole' is a conventional scientific metaphor but still carries active inferential structure: a hole-like region that draws things in and does not let them escape.","True"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","help solve","working out or fixing a problem/puzzle","contributing to scientific explanation","""Solve"" literally applies to puzzles or problems; here it refers to advancing understanding in science.","False","""Solve"" retains some problem-solving imagery, but here it is very conventional and mostly means ""contribute to explaining."" By itself it does not add much inferential structure about cause, direction, or system dynamics.","","","","","","False"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","a scientific puzzle","jigsaws, riddles, or brainteasers","an unresolved scientific problem","The phrase frames an open research question as a puzzle to be figured out.","True","""Puzzle"" is clearly perceivable as a source domain involving pieces or clues that must fit together. That metaphor helps readers reason about the unresolved scientific problem as something structured and solvable through assembling evidence.","a scientific puzzle","True","True","medium","Calling the unresolved issue a 'puzzle' maps from a problem-solving object/domain to science. It helps readers infer that the phenomenon has pieces or clues that must be fit together, not just that it is difficult.","True"
"24","black-hole","black-hole_p0002_writing","Writing in the journal Nature, a team of scientists said it found traces of nickel and iron in the powerful jets shooting out of black hole candidate 4U 1630-47, a small black hole just a few times the mass of our sun. It may help solve a scientific puzzle that has lingered for decades.","has lingered for decades","a person or thing physically remaining in a place","the persistence of an unresolved problem over time","""Lingered"" literally means staying on somewhere; here it describes a scientific question continuing without resolution.","False","""Lingered"" personifies the problem as physically remaining around, and the source imagery is still somewhat available. But its function here is mainly to emphasize persistence over time, not to explain how the scientific issue works or what structural relations govern it.","","","","","","False"
"72","class-sizes","class-sizes_p0029_but","But if class-size reduction works because students change their behavior, wouldn't it work even better if teachers and principals changed what they're doing, too?","class-size reduction","physical size/shrinking of objects","decreasing the number of students in a class","""size"" and ""reduction"" come from the domain of physical dimensions and shrinking, but here they are used for an abstract educational quantity.","False","Although ""size"" and ""reduction"" historically come from physical dimensions and shrinking, in this phrase they function mainly as standard policy vocabulary for lowering enrollment numbers. A modern reader is unlikely to actively picture physical shrinking in a way that contributes explanatory structure. The phrase identifies the intervention, but it does not itself add cross-domain reasoning about cause or system dynamics beyond the literal idea of fewer students.","","","","","","False"
"72","class-sizes","class-sizes_p0029_but","But if class-size reduction works because students change their behavior, wouldn't it work even better if teachers and principals changed what they're doing, too?","works","mechanical or bodily functioning","the effectiveness of an educational policy or intervention","Something literally ""works"" when it functions properly; here the term is applied to whether class-size reduction is effective.","False","""Works"" may originate in bodily or mechanical functioning, but here it is a highly conventional way of saying that a policy is effective. The source-domain imagery is weak and mostly dead. It does not itself help the reader infer structure, direction, or mechanism; the causal explanation comes from the surrounding clause, not from the metaphorical wording.","","","","","","False"
"72","class-sizes","class-sizes_p0029_but","But if class-size reduction works because students change their behavior, wouldn't it work even better if teachers and principals changed what they're doing, too?","change their behavior","physical alteration or movement from one state to another","modifying students' patterns of conduct","""Change"" often evokes altering a concrete object or state; here it is applied to the more abstract domain of behavior.","False","""Change"" is extremely general, conventional vocabulary and does not strongly evoke physical alteration or movement for most readers in this context. The phrase describes the mechanism literally enough—students modify their conduct—but it does not do so through an active cross-domain image that helps reason about system relations. It is better treated as dead or minimally metaphorical rather than an inferential metaphor.","","","","","","False"
"72","class-sizes","class-sizes_p0029_but","But if class-size reduction works because students change their behavior, wouldn't it work even better if teachers and principals changed what they're doing, too?","work even better","improved functioning or performance of a machine/tool","greater effectiveness of an educational strategy","The language of something functioning ""better"" is extended to the abstract question of how well a policy produces results.","False","Like ""works,"" this is a very conventional expression for greater effectiveness. The machine/functioning source domain is not strongly perceivable, and the phrase mainly adds degree rather than explanatory structure. It does not provide a distinct metaphorical model of how the educational strategy operates.","","","","","","False"
"72","class-sizes","class-sizes_p0029_but","But if class-size reduction works because students change their behavior, wouldn't it work even better if teachers and principals changed what they're doing, too?","changed what they're doing","physically altering an action, process, or object","teachers' and principals' professional practices","The phrase treats teaching and administrative practice as something that can be concretely altered, extending physical-change language to institutional behavior.","False","This uses very general language of ""change"" applied to practices or actions, but the source-domain imagery of physical alteration is weak to nonexistent for a modern reader. The phrase states that teachers and principals should modify their practices, yet it does not introduce an active cross-domain mapping that helps infer causal structure or system dynamics. It is too lexicalized and generic to count as an inferential metaphor.","","","","","","False"
"53","futsal-la","futsal-la_p0034_in","In Long Beach, Sanchez no longer needs to tear down tennis nets; the city has done it for him. Three of the four tennis courts at DeForest Park were converted for futsal last summer. Two have a rubber-like playing surface, but Sanchez prefers the concrete court still etched with tennis lines because it cuts less skin if he falls.","tear down tennis nets","demolition / pulling down structures","removing sports equipment from a court","""Tear down"" literally evokes dismantling or destroying a structure, and here it may extend that demolition language to taking down nets.","False","The imagery of pulling or tearing something down is still perceivable, but here it is essentially a literal physical action applied to nets. It does not create a useful cross-domain frame for reasoning about cause, structure, direction, or system dynamics; it just states that the nets were removed.","","","","","","False"
